MovieID,rating,Genres
Land and Freedom (Tierra y libertad) (1995),3.43,War
Denise Calls Up (1995),4.19,Comedy
Theodore Rex (1995),3.47,Comedy
Family Thing,2.0, A (1996)
Frisk (1995),2.89,Drama
Sgt. Bilko (1996),3.23,Comedy
Jack and Sarah (1995),1.0,Romance
Girl 6 (1996),2.56,Comedy
Diabolique (1996),3.0,Drama|Thriller
Little Indian,3.0, Big City (Un indien dans la ville) (1994)
Roula (1995),3.72,Drama
Peanuts - Die Bank zahlt alles (1996),1.5,Comedy
Happy Weekend (1996),3.46,Comedy
Nelly & Monsieur Arnaud (1995),2.98,Drama
Courage Under Fire (1996),3.42,Drama|War
Mission: Impossible (1996),3.0,Action|Adventure|Mystery
Cold Fever (?k?dum klaka) (1994),3.66,Comedy|Drama
Moll Flanders (1996),3.33,Drama
Superweib,2.04, Das (1996)
301,4.4, 302 (1995)
Dragonheart (1996),4.17,Action|Adventure|Fantasy
Und keiner weint mir nach (1996),4.41,Drama|Romance
Mutters Courage (1995),3.68,Comedy
Eddie (1996),2.0,Comedy
Yankee Zulu (1994),2.62,Comedy|Drama
Billy's Holiday (1995),3.02,Drama
Purple Noon (1960),4.25,Crime|Thriller
August (1996),3.5,Drama
James and the Giant Peach (1996),3.36,Animation|Children's|Musical
Fear (1996),3.93,Thriller
Kids in the Hall: Brain Candy (1996),3.5,Comedy
Faithful (1996),1.0,Comedy
Underground (1995),3.3,War
All Things Fair (1996),3.0,Drama
Bloodsport 2 (1995),2.28,Action
Pather Panchali (1955),2.0,Drama
Aparajito (1956),3.1,Drama
World of Apu,2.11, The (Apur Sansar) (1959)
Mystery Science Theater 3000: The Movie (1996),2.65,Comedy|Sci-Fi
Tarantella (1995),3.18,Drama
Space Jam (1996),3.25,Adventure|Animation|Children's|Comedy|Fantasy
Barbarella (1968),2.55,Adventure|Sci-Fi
Hostile Intentions (1994),2.2,Action|Drama|Thriller
They Bite (1996),3.32,Drama
Some Folks Call It a Sling Blade (1993),4.0,Drama|Thriller
Run of the Country,3.67, The (1995)
Alphaville (1965),1.6,Sci-Fi
Clean Slate (Coup de Torchon) (1981),2.31,Crime
Tigrero: A Film That Was Never Made (1994),3.83,Documentary|Drama
Eye of Vichy,2.5, The (Oeil de Vichy
Windows (1980),3.09,Drama
It's My Party (1995),3.43,Drama
Country Life (1994),3.04,Drama|Romance
Operation Dumbo Drop (1995),2.33,Action|Adventure|Comedy|War
Promise,2.5, The (Versprechen
Mrs. Winterbourne (1996),3.5,Comedy|Romance
Solo (1996),3.89,Action|Sci-Fi|Thriller
Under the Domin Tree (Etz Hadomim Tafus) (1994),3.62,Drama
Substitute,2.68, The (1996)
True Crime (1995),4.0,Mystery|Thriller
Butterfly Kiss (1995),3.48,Thriller
Feeling Minnesota (1996),2.86,Drama|Romance
Delta of Venus (1994),4.43,Drama
To Cross the Rubicon (1991),3.81,Drama
Angus (1995),3.09,Comedy
Daens (1992),2.79,Drama
Faces (1968),3.0,Drama
Boys (1996),3.76,Drama
Quest,3.67, The (1996)
Cosi (1996),1.0,Comedy
Sunset Park (1996),2.85,Drama
Mulholland Falls (1996),2.83,Crime|Film-Noir|Thriller
Truth About Cats & Dogs,3.72, The (1996)
Oliver & Company (1988),3.0,Animation|Children's
Celtic Pride (1996),3.36,Comedy
Flipper (1996),3.17,Adventure|Children's
Captives (1994),2.03,Drama
Of Love and Shadows (1994),4.09,Drama
Dead Man (1995),2.53,Western
Horseman on the Roof,2.57, The (Hussard sur le toit
Switchblade Sisters (1975),2.0,Crime
Mouth to Mouth (Boca a boca) (1995),4.52,Comedy
Visitors,4.0, The (Les Visiteurs) (1993)
Multiplicity (1996),2.0,Comedy
Wallace & Gromit: The Best of Aardman Animation (1996),3.15,Animation
Halfmoon (Paul Bowles - Halbmond) (1995),2.75,Drama
Haunted World of Edward D. Wood Jr.,4.45, The (1995)
Two Friends (1986),3.53,Drama
Craft,3.16, The (1996)
Great White Hype,2.92, The (1996)
Last Dance (1996),3.78,Drama
War Stories (1995),3.0,Documentary
Cold Comfort Farm (1995),3.75,Comedy
Institute Benjamenta,4.0, or This Dream People Call Human Life (1995)
Low Life,4.1, The (1994)
Heaven's Prisoners (1996),3.52,Mystery|Thriller
Original Gangstas (1996),2.79,Crime
Rock,2.18, The (1996)
Getting Away With Murder (1996),3.0,Comedy
Cemetery Man (Dellamorte Dellamore) (1994),3.27,Comedy|Horror
Twister (1996),2.63,Action|Adventure|Romance|Thriller
Barb Wire (1996),3.57,Action|Sci-Fi
Garcu,3.21, Le (1995)
Honigmond (1996),3.25,Comedy
Ghost in the Shell (Kokaku kidotai) (1995),3.78,Animation|Sci-Fi
Thinner (1996),4.0,Horror|Thriller
Spy Hard (1996),3.22,Comedy
Brothers in Trouble (1995),3.0,Drama
Close Shave,3.96, A (1995)
Force of Evil (1948),2.69,Film-Noir
Stupids,3.51, The (1996)
Arrival,3.38, The (1996)
Man from Down Under,2.55, The (1943)
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),3.22,Sci-Fi|War
Careful (1992),2.73,Comedy
Vermont Is For Lovers (1992),3.48,Comedy|Romance
Month by the Lake,3.12, A (1995)
Gold Diggers: The Secret of Bear Mountain (1995),5.0,Adventure|Children's
Kim (1950),3.0,Children's|Drama
Carmen Miranda: Bananas Is My Business (1994),3.0,Documentary
Ashes of Time (1994),3.0,Drama
Jar,3.5, The (Khomreh) (1992)
Maya Lin: A Strong Clear Vision (1994),4.0,Documentary
Stalingrad (1993),2.6,War
Phantom,3.33, The (1996)
Striptease (1996),2.71,Comedy|Crime
Last of the High Kings,3.35, The (a.k.a. Summer Fling) (1996)
Heavy (1995),4.08,Drama|Romance
Jack (1996),3.1,Comedy|Drama
I Shot Andy Warhol (1996),3.5,Drama
Grass Harp,3.68, The (1995)
Someone Else's America (1995),2.98,Drama
Marlene Dietrich: Shadow and Light (1996),3.59,Documentary
Costa Brava (1946),3.17,Drama
Vie est belle,3.0, La (Life is Rosey) (1987)
Quartier Mozart (1992),3.4,Comedy
Touki Bouki (Journey of the Hyena) (1973),2.57,Drama
Wend Kuuni (God's Gift) (1982),1.47,Drama
Spirits of the Dead (Tre Passi nel Delirio) (1968),3.89,Horror
Babyfever (1994),2.51,Comedy|Drama
Pharaoh's Army (1995),3.0,War
Trainspotting (1996),2.0,Drama
'Til There Was You (1997),2.56,Drama|Romance
Independence Day (ID4) (1996),3.25,Action|Sci-Fi|War
Stealing Beauty (1996),2.0,Drama
Fan,3.25, The (1996)
Hunchback of Notre Dame,3.93, The (1996)
Cable Guy,1.0, The (1996)
Kingpin (1996),3.0,Comedy
Eraser (1996),2.91,Action|Thriller
Gate of Heavenly Peace,2.29, The (1995)
Nutty Professor,2.95, The (1996)
I,3.85, Worst of All (Yo
An Unforgettable Summer (1994),3.48,Drama
Last Klezmer: Leopold Kozlowski,2.18, His Life and Music
Hungarian Fairy Tale,2.0, A (1987)
My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),3.13,Drama
Midnight Dancers (Sibak) (1994),2.65,Comedy|Drama
Somebody to Love (1994),3.48,Drama
Very Natural Thing,3.88, A (1974)
Old Lady Who Walked in the Sea,2.21, The (Vieille qui marchait dans la mer
Daylight (1996),2.56,Action|Adventure|Thriller
Frighteners,3.4, The (1996)
Lone Star (1996),2.59,Drama|Mystery
Harriet the Spy (1996),1.0,Children's|Comedy
Phenomenon (1996),3.57,Drama|Romance
Walking and Talking (1996),3.74,Romance
She's the One (1996),1.86,Comedy|Romance
Time to Kill,3.44, A (1996)
American Buffalo (1996),2.51,Drama
Rendezvous in Paris (Rendez-vous de Paris,3.67, Les) (1995)
Alaska (1996),3.5,Adventure|Children's
Fled (1996),3.22,Action|Adventure
Kazaam (1996),4.0,Children's|Comedy|Fantasy
Bewegte Mann,3.62, Der (1994)
Magic Hunter (1994),4.52,Drama
Larger Than Life (1996),2.0,Comedy
Boy Called Hate,3.6, A (1995)
Power 98 (1995),3.51,Action|Mystery|Thriller
Two Deaths (1995),3.65,Drama
Very Brady Sequel,3.5, A (1996)
Stefano Quantestorie (1993),3.58,Comedy|Drama
Death in the Garden (Mort en ce jardin,2.0, La) (1956)
Crude Oasis,3.82, The (1995)
Hedd Wyn (1992),2.21,Drama
Collectionneuse,3.0, La (1967)
Kaspar Hauser (1993),3.1,Drama
Echte Kerle (1996),2.18,Comedy|Romance
Diebinnen (1995),3.0,Drama
Convent,3.12, The (Convento
Adventures of Pinocchio,3.39, The (1996)
Joe's Apartment (1996),2.86,Comedy|Musical
First Wives Club,3.29, The (1996)
Stonewall (1995),4.0,Drama
Ransom (1996),2.83,Drama|Thriller
High School High (1996),2.2,Comedy
Phat Beach (1996),2.62,Comedy
Foxfire (1996),2.71,Drama
Chain Reaction (1996),3.0,Action|Adventure|Thriller
Matilda (1996),2.58,Children's|Comedy
Emma (1996),2.94,Comedy|Drama|Romance
Crow: City of Angels,2.5, The (1996)
House Arrest (1996),2.21,Comedy
Eyes Without a Face (1959),2.5,Horror
Tales from the Crypt Presents: Bordello of Blood (1996),2.36,Horror
Lotto Land (1995),3.86,Drama
Story of Xinghua,3.7, The (1993)
Day the Sun Turned Cold,1.0, The (Tianguo niezi) (1994)
Flirt (1995),3.43,Drama
Big Squeeze,3.76, The (1996)
Spitfire Grill,4.3, The (1996)
Escape from L.A. (1996),4.28,Action|Adventure|Sci-Fi|Thriller
Cyclo (1995),3.85,Crime|Drama
Basquiat (1996),3.64,Drama
Tin Cup (1996),3.91,Comedy|Romance
Dingo (1992),4.27,Drama
Ballad of Narayama,4.48, The (Narayama Bushiko) (1958)
Every Other Weekend (1990),4.28,Drama
Mille bolle blu (1993),4.1,Comedy
Crows and Sparrows (1949),3.92,Drama
Godfather,4.38, The (1972)
Hippie Revolution,4.13, The (1996)
Maybe,4.3, Maybe Not (Bewegte Mann
Supercop (1992),4.18,Action|Thriller
Manny & Lo (1996),4.41,Drama
Celestial Clockwork (1994),4.4,Comedy
Wife,4.15, The (1995)
Small Faces (1995),3.96,Drama
Bound (1996),4.22,Crime|Drama|Romance|Thriller
Carpool (1996),3.68,Comedy|Crime
Death in Brunswick (1991),3.79,Comedy
Kansas City (1996),4.25,Crime
Gone Fishin' (1997),4.0,Comedy
Lover's Knot (1996),3.89,Comedy
Aiqing wansui (1994),4.49,Drama
Shadow of Angels (Schatten der Engel) (1976),4.39,Drama
Killer: A Journal of Murder (1995),4.07,Crime|Drama
Nothing to Lose (1994),3.25,Drama
Police Story 4: Project S (Chao ji ji hua) (1993),4.26,Action
Girls Town (1996),3.98,Drama
Bye-Bye (1995),4.2,Drama
Relic,3.78, The (1997)
Island of Dr. Moreau,4.29, The (1996)
First Kid (1996),3.91,Children's|Comedy
Trigger Effect,3.95, The (1996)
Sweet Nothing (1995),4.1,Drama
Bogus (1996),3.66,Children's|Drama|Fantasy
Bulletproof (1996),3.63,Action
Talk of Angels (1998),4.08,Drama
Land Before Time III: The Time of the Great Giving (1995),3.75,Animation|Children's
1-900 (1994),3.62,Romance
Baton Rouge (1988),3.18,Thriller
Halloween: The Curse of Michael Myers (1995),3.97,Horror|Thriller
Twelfth Night (1996),3.7,Comedy|Drama|Romance
Mother Night (1996),4.2,Drama
Liebelei (1933),3.98,Romance
Venice/Venice (1992),3.79,Drama
Wild Reeds (1994),4.15,Drama
For Whom the Bell Tolls (1943),3.85,Adventure|War
Philadelphia Story,4.11, The (1940)
Singin' in the Rain (1952),3.75,Musical|Romance
American in Paris,3.98, An (1951)
Funny Face (1957),4.24,Comedy|Musical
Breakfast at Tiffany's (1961),4.25,Drama|Romance
Vertigo (1958),3.6,Mystery|Thriller
Rear Window (1954),4.3,Mystery|Thriller
It Happened One Night (1934),4.24,Comedy
Gaslight (1944),4.17,Mystery|Thriller
Gay Divorcee,3.55, The (1934)
North by Northwest (1959),3.24,Drama|Thriller
Apartment,3.38, The (1960)
Some Like It Hot (1959),3.74,Comedy|Crime
Charade (1963),3.45,Comedy|Mystery|Romance|Thriller
Casablanca (1942),3.48,Drama|Romance|War
Maltese Falcon,3.55, The (1941)
My Fair Lady (1964),3.57,Musical|Romance
Sabrina (1954),3.39,Comedy|Romance
Roman Holiday (1953),4.08,Comedy|Romance
Little Princess,4.0, The (1939)
Meet Me in St. Louis (1944),3.26,Musical
Wizard of Oz,3.67, The (1939)
Gone with the Wind (1939),4.25,Drama|Romance|War
My Favorite Year (1982),3.41,Comedy
Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),4.05,Film-Noir
Citizen Kane (1941),3.17,Drama
2001: A Space Odyssey (1968),3.91,Drama|Mystery|Sci-Fi|Thriller
Golden Earrings (1947),3.75,Adventure|Romance
All About Eve (1950),1.5,Drama
Women,3.57, The (1939)
Rebecca (1940),2.0,Romance|Thriller
Foreign Correspondent (1940),3.94,Thriller
Notorious (1946),2.8,Film-Noir|Romance|Thriller
Spellbound (1945),2.75,Mystery|Romance|Thriller
Affair to Remember,3.68, An (1957)
To Catch a Thief (1955),2.67,Comedy|Romance|Thriller
Father of the Bride (1950),3.75,Comedy
Band Wagon,3.6, The (1953)
Ninotchka (1939),2.9,Comedy|Romance
Love in the Afternoon (1957),3.38,Comedy|Romance
Gigi (1958),5.0,Musical
Reluctant Debutante,2.57, The (1958)
Adventures of Robin Hood,3.52, The (1938)
Mark of Zorro,2.6, The (1940)
Laura (1944),3.11,Crime|Film-Noir|Mystery
Ghost and Mrs. Muir,4.1, The (1947)
Lost Horizon (1937),2.91,Drama
Top Hat (1935),3.36,Comedy|Musical|Romance
To Be or Not to Be (1942),3.01,Comedy|Drama|War
My Man Godfrey (1936),3.28,Comedy
Giant (1956),3.05,Drama
East of Eden (1955),4.25,Drama
Thin Man,2.94, The (1934)
His Girl Friday (1940),2.66,Comedy
Around the World in 80 Days (1956),2.37,Adventure|Comedy
It's a Wonderful Life (1946),3.09,Drama
Mr. Smith Goes to Washington (1939),2.98,Drama
Bringing Up Baby (1938),3.33,Comedy
Penny Serenade (1941),3.19,Drama|Romance
Scarlet Letter,3.27, The (1926)
Lady of Burlesque (1943),2.73,Comedy|Mystery
Of Human Bondage (1934),3.7,Drama
Angel on My Shoulder (1946),3.57,Crime|Drama
Little Lord Fauntleroy (1936),3.4,Drama
They Made Me a Criminal (1939),3.35,Crime|Drama
Inspector General,3.22, The (1949)
Angel and the Badman (1947),3.59,Western
39 Steps,3.25, The (1935)
Walk in the Sun,3.7, A (1945)
Outlaw,3.24, The (1943)
Night of the Living Dead (1968),2.77,Horror|Sci-Fi
African Queen,3.76, The (1951)
Beat the Devil (1954),3.99,Comedy|Drama
Cat on a Hot Tin Roof (1958),3.25,Drama
Last Time I Saw Paris,3.61, The (1954)
Meet John Doe (1941),3.62,Drama
Algiers (1938),3.16,Drama|Romance
Something to Sing About (1937),3.89,Comedy|Musical
Farewell to Arms,3.69, A (1932)
Moonlight Murder (1936),3.08,Mystery
Blue Angel,3.48, The (Blaue Engel
Nothing Personal (1995),3.7,Drama|War
In the Line of Duty 2 (1987),3.45,Action
Dangerous Ground (1997),3.64,Drama
Picnic (1955),3.93,Drama
Madagascar Skin (1995),4.12,Romance
Pompatus of Love,2.66, The (1996)
Small Wonders (1996),3.27,Documentary
Fly Away Home (1996),3.67,Adventure|Children's
Bliss (1997),3.0,Drama|Romance
Grace of My Heart (1996),4.04,Comedy|Drama
Schlafes Bruder (Brother of Sleep) (1995),3.48,Drama
Maximum Risk (1996),2.84,Action|Adventure|Thriller
Michael Collins (1996),3.29,Drama|War
Rich Man's Wife,4.07, The (1996)
Infinity (1996),3.48,Drama
Big Night (1996),3.33,Drama
Last Man Standing (1996),3.82,Action|Drama|Western
Caught (1996),3.42,Drama|Thriller
Set It Off (1996),2.91,Action|Crime
2 Days in the Valley (1996),3.31,Crime
Curdled (1996),2.74,Crime
Associate,3.54, The (L'Associe)(1982)
Ed's Next Move (1996),3.56,Comedy
Extreme Measures (1996),3.27,Drama|Thriller
Glimmer Man,3.4, The (1996)
D3: The Mighty Ducks (1996),3.94,Children's|Comedy
Chamber,3.55, The (1996)
Apple Dumpling Gang,2.5, The (1975)
Davy Crockett,3.15, King of the Wild Frontier (1955)
Escape to Witch Mountain (1975),2.89,Adventure|Children's|Fantasy
Love Bug,4.17, The (1969)
Herbie Rides Again (1974),3.78,Adventure|Children's|Comedy
Old Yeller (1957),3.69,Children's|Drama
Parent Trap,3.93, The (1961)
Pollyanna (1960),3.0,Children's|Comedy|Drama
Homeward Bound: The Incredible Journey (1993),3.4,Adventure|Children's
Shaggy Dog,3.86, The (1959)
Swiss Family Robinson (1960),4.0,Adventure|Children's
That Darn Cat! (1965),3.98,Children's|Comedy|Mystery
20,3.84,000 Leagues Under the Sea (1954)
Cool Runnings (1993),3.97,Comedy
Angels in the Outfield (1994),4.02,Children's|Comedy
Cinderella (1950),3.62,Animation|Children's|Musical
Winnie the Pooh and the Blustery Day (1968),3.7,Animation|Children's
Three Caballeros,3.53, The (1945)
Sword in the Stone,4.1, The (1963)
So Dear to My Heart (1949),3.78,Children's|Drama
Robin Hood: Prince of Thieves (1991),4.08,Drama
Mary Poppins (1964),3.44,Children's|Comedy|Musical
Dumbo (1941),3.31,Animation|Children's|Musical
Pete's Dragon (1977),4.14,Adventure|Animation|Children's|Musical
Bedknobs and Broomsticks (1971),4.09,Adventure|Children's|Musical
Alice in Wonderland (1951),2.79,Animation|Children's|Musical
Fox and the Hound,3.54, The (1981)
Freeway (1996),3.41,Crime
Sound of Music,3.73, The (1965)
Die Hard (1988),3.88,Action|Thriller
Lawnmower Man,3.98, The (1992)
Unhook the Stars (1996),3.97,Drama
Synthetic Pleasures (1995),2.4,Documentary
Secret Agent,3.99, The (1996)
Secrets & Lies (1996),2.81,Drama
That Thing You Do! (1996),3.69,Comedy
To Gillian on Her 37th Birthday (1996),2.0,Drama|Romance
Surviving Picasso (1996),3.92,Drama
Love Is All There Is (1996),4.23,Comedy|Drama
Beautiful Thing (1996),1.79,Drama|Romance
Long Kiss Goodnight,2.0, The (1996)
Ghost and the Darkness,4.1, The (1996)
Looking for Richard (1996),3.43,Documentary|Drama
Trees Lounge (1996),3.0,Drama
Proprietor,2.87, The (1996)
Normal Life (1996),1.0,Crime|Drama
Get on the Bus (1996),3.41,Drama
Shadow Conspiracy (1997),4.25,Thriller
Jude (1996),2.0,Drama
Everyone Says I Love You (1996),3.21,Comedy|Musical|Romance
Bitter Sugar (Azucar Amargo) (1996),3.58,Drama
William Shakespeare's Romeo and Juliet (1996),3.08,Drama|Romance
Swingers (1996),3.73,Comedy|Drama
Sleepers (1996),3.74,Crime|Drama
Sunchaser,3.78, The (1996)
Johns (1996),2.37,Drama
Aladdin and the King of Thieves (1996),3.68,Animation|Children's|Comedy
Woman in Question,2.92, The (1950)
Shall We Dance? (1937),3.46,Comedy|Musical|Romance
Damsel in Distress,3.26, A (1937)
Crossfire (1947),4.32,Crime|Film-Noir
Murder,4.26, My Sweet (1944)
Macao (1952),2.0,Adventure
For the Moment (1994),3.0,Romance|War
Willy Wonka and the Chocolate Factory (1971),3.19,Adventure|Children's|Comedy|Fantasy
Sexual Life of the Belgians,4.34, The (1994)
Innocents,3.86, The (1961)
Sleeper (1973),4.0,Comedy|Sci-Fi
Bananas (1971),1.0,Comedy|War
Fish Called Wanda,3.75, A (1988)
Monty Python's Life of Brian (1979),2.5,Comedy
Victor/Victoria (1982),4.32,Comedy|Musical
Candidate,4.51, The (1972)
Great Race,3.5, The (1965)
Bonnie and Clyde (1967),3.93,Crime|Drama
Old Man and the Sea,3.48, The (1958)
Dial M for Murder (1954),3.48,Mystery|Thriller
Madame Butterfly (1995),3.43,Musical
Dirty Dancing (1987),3.73,Musical|Romance
Reservoir Dogs (1992),2.17,Crime|Thriller
Platoon (1986),3.95,Drama|War
Weekend at Bernie's (1989),3.91,Comedy
Basic Instinct (1992),2.95,Mystery|Thriller
Doors,3.6, The (1991)
Crying Game,1.0, The (1992)
Glengarry Glen Ross (1992),2.89,Drama
Sophie's Choice (1982),2.06,Drama
E.T. the Extra-Terrestrial (1982),3.72,Children's|Drama|Fantasy|Sci-Fi
Search for One-eye Jimmy,1.65, The (1996)
Christmas Carol,3.73, A (1938)
Days of Thunder (1990),4.29,Action|Romance
Top Gun (1986),3.35,Action|Romance
American Strays (1996),3.8,Action
Rebel Without a Cause (1955),4.0,Drama
Streetcar Named Desire,3.94, A (1951)
Children of the Corn IV: The Gathering (1996),3.99,Horror
Leopard Son,4.47, The (1996)
Loser (1991),3.79,Comedy
Prerokbe Ognja (1995),3.84,Documentary
Charm's Incidents (1996),2.9,Drama
Bird of Prey (1996),3.61,Action
Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),3.8,Documentary
Palookaville (1996),3.96,Action|Drama
Associate,3.61, The (1996)
Funeral,3.66, The (1996)
Sleepover (1995),3.95,Comedy|Drama
Single Girl,4.25, A (La Fille Seule) (1995)
Eighth Day,3.51, The (Le Huiti?e jour ) (1996)
Tashunga (1995),3.06,Adventure|Western
Drunks (1997),4.03,Drama
People vs. Larry Flynt,4.39, The (1996)
Glory Daze (1996),3.48,Drama
Plutonium Circus (1995),4.29,Documentary
Perfect Candidate,4.3, A (1996)
On Golden Pond (1981),4.48,Drama
Return of the Pink Panther,4.1, The (1974)
Drop Dead Fred (1991),4.13,Comedy|Fantasy
Abyss,4.13, The (1989)
Fog,3.61, The (1980)
Escape from New York (1981),4.3,Action|Adventure|Sci-Fi|Thriller
Howling,4.4, The (1980)
Jean de Florette (1986),3.38,Drama
Manon of the Spring (Manon des sources) (1986),4.08,Drama
Talking About Sex (1994),4.43,Comedy|Drama
Johnny 100 Pesos (1993),4.24,Action|Drama
Private Benjamin (1980),4.02,Comedy
Monty Python and the Holy Grail (1974),4.02,Comedy
Hustler White (1996),4.11,Romance
Dadetown (1995),4.45,Documentary
Everything Relative (1996),4.28,Drama
Entertaining Angels: The Dorothy Day Story (1996),4.16,Drama
Hoogste tijd (1995),3.8,Drama
Get Over It (1996),3.66,Drama
Three Lives and Only One Death (1996),4.27,Comedy
Line King: Al Hirschfeld,4.2, The (1996)
Snowriders (1996),4.22,Documentary
Curtis's Charm (1995),3.94,Comedy|Drama
When We Were Kings (1996),4.36,Documentary
Wrong Trousers,4.11, The (1993)
JLG/JLG - autoportrait de d?embre (1994),4.36,Documentary|Drama
Return of Martin Guerre,4.29, The (Retour de Martin Guerre
Faust (1994),4.25,Animation|Comedy|Thriller
He Walked by Night (1948),4.05,Crime|Film-Noir|Thriller
Raw Deal (1948),3.86,Film-Noir
T-Men (1947),4.19,Film-Noir
Invitation,4.14, The (Zaproszenie) (1986)
Children Are Watching us,4.08, The (Bambini ci guardano
Symphonie pastorale,3.63, La (1946)
Here Comes Cookie (1935),4.3,Comedy
Love in Bloom (1935),4.32,Romance
Six of a Kind (1934),4.16,Comedy
Tin Drum,4.19, The (Blechtrommel
Ruling Class,4.23, The (1972)
Mina Tannenbaum (1994),4.0,Drama
Two or Three Things I Know About Her (1966),4.15,Drama
Bloody Child,3.36, The (1996)
Farmer & Chase (1995),4.19,Comedy
Dear God (1996),3.98,Comedy
Bad Moon (1996),4.08,Horror
American Dream (1990),4.01,Documentary
Best of the Best 3: No Turning Back (1995),4.01,Action
Bob Roberts (1992),4.25,Comedy
Cinema Paradiso (1988),4.22,Comedy|Drama|Romance
Cook the Thief His Wife & Her Lover,4.01, The (1989)
Grosse Fatigue (1994),4.39,Comedy
Delicatessen (1991),4.11,Comedy|Sci-Fi
Double Life of Veronique,4.34, The (La Double Vie de V?onique) (1991)
Enchanted April (1991),4.14,Drama
Paths of Glory (1957),4.29,Drama|War
Grifters,3.41, The (1990)
Hear My Song (1991),4.21,Comedy
Shooter,3.92, The (1995)
English Patient,4.1, The (1996)
Mediterraneo (1991),4.1,Comedy|War
My Left Foot (1989),4.3,Drama
Sex,3.83, Lies
Passion Fish (1992),4.38,Drama
Strictly Ballroom (1992),4.11,Comedy|Romance
Thin Blue Line,4.05, The (1988)
Tie Me Up! Tie Me Down! (1990),3.95,Drama
Madonna: Truth or Dare (1991),4.09,Documentary
Paris Is Burning (1990),4.33,Documentary
One Flew Over the Cuckoo's Nest (1975),3.49,Drama
Up in Smoke (1978),4.17,Comedy
Star Wars: Episode V - The Empire Strikes Back (1980),3.99,Action|Adventure|Drama|Sci-Fi|War
Princess Bride,3.81, The (1987)
Raiders of the Lost Ark (1981),4.27,Action|Adventure
Brazil (1985),3.97,Sci-Fi
Aliens (1986),3.93,Action|Sci-Fi|Thriller|War
Good,3.85, The Bad and The Ugly
Withnail and I (1987),4.25,Comedy
12 Angry Men (1957),3.88,Drama
Lawrence of Arabia (1962),4.25,Adventure|War
Transformers: The Movie,3.75, The (1986)
Clockwork Orange,4.17, A (1971)
To Kill a Mockingbird (1962),4.03,Drama
Apocalypse Now (1979),3.9,Drama|War
Once Upon a Time in the West (1969),4.18,Western
Star Wars: Episode VI - Return of the Jedi (1983),4.31,Action|Adventure|Romance|Sci-Fi|War
Wings of Desire (Der Himmel ?er Berlin) (1987),3.82,Comedy|Drama|Romance
Third Man,3.59, The (1949)
GoodFellas (1990),4.11,Crime|Drama
Alien (1979),4.18,Action|Horror|Sci-Fi|Thriller
Army of Darkness (1993),3.97,Action|Adventure|Comedy|Horror|Sci-Fi
Big Blue,3.59, The (Le Grand Bleu) (1988)
Ran (1985),4.13,Drama|War
Killer,4.01, The (Die xue shuang xiong) (1989)
Psycho (1960),4.14,Horror|Thriller
Blues Brothers,4.12, The (1980)
Godfather: Part II,3.57, The (1974)
Full Metal Jacket (1987),4.0,Action|Drama|War
Grand Day Out,3.71, A (1992)
Henry V (1989),3.64,Drama|War
Amadeus (1984),4.25,Drama
Quiet Man,4.15, The (1952)
Once Upon a Time in America (1984),3.98,Crime|Drama|Thriller
Raging Bull (1980),3.91,Drama
Annie Hall (1977),4.13,Comedy|Romance
Right Stuff,4.22, The (1983)
Stalker (1979),3.79,Mystery|Sci-Fi
Boat,3.6, The (Das Boot) (1981)
Sting,4.07, The (1973)
Harold and Maude (1971),3.56,Comedy
Trust (1990),1.0,Comedy|Drama
Seventh Seal,3.24, The (Sjunde inseglet
Local Hero (1983),2.15,Comedy
Terminator,2.33, The (1984)
Braindead (1992),4.0,Comedy|Horror
Glory (1989),3.17,Action|Drama|War
Rosencrantz and Guildenstern Are Dead (1990),3.04,Comedy|Drama
Manhattan (1979),3.75,Comedy|Drama|Romance
Miller's Crossing (1990),1.72,Drama
Dead Poets Society (1989),1.37,Drama
Graduate,1.68, The (1967)
Touch of Evil (1958),1.65,Crime|Film-Noir|Thriller
Nikita (La Femme Nikita) (1990),2.11,Thriller
Bridge on the River Kwai,2.94, The (1957)
8 1/2 (1963),1.84,Drama
Chinatown (1974),2.67,Film-Noir|Mystery|Thriller
Day the Earth Stood Still,3.0, The (1951)
Treasure of the Sierra Madre,3.18, The (1948)
Bad Taste (1987),2.91,Comedy|Horror
Duck Soup (1933),3.88,Comedy|War
Better Off Dead... (1985),3.14,Comedy
Shining,1.71, The (1980)
Stand by Me (1986),2.24,Adventure|Comedy|Drama
M (1931),3.56,Crime|Film-Noir|Thriller
Evil Dead II (Dead By Dawn) (1987),3.34,Action|Adventure|Comedy|Horror
Great Escape,3.91, The (1963)
Deer Hunter,2.85, The (1978)
Diva (1981),2.9,Action|Drama|Mystery|Romance|Thriller
Groundhog Day (1993),3.67,Comedy|Romance
Unforgiven (1992),3.92,Western
Manchurian Candidate,3.6, The (1962)
Pump Up the Volume (1990),3.18,Drama
Arsenic and Old Lace (1944),3.49,Comedy|Mystery|Thriller
Back to the Future (1985),3.99,Comedy|Sci-Fi
Fried Green Tomatoes (1991),3.07,Drama
Patton (1970),3.62,Drama|War
