id,title,genre,point_avg
947.0,My Man Godfrey (1936),Comedy,4.11
948.0,Giant (1956),Drama,3.75
949.0,East of Eden (1955),Drama,3.98
950.0,"Thin Man, The (1934)",Mystery,4.24
951.0,His Girl Friday (1940),Comedy,4.25
952.0,Around the World in 80 Days (1956),Adventure|Comedy,3.6
953.0,It's a Wonderful Life (1946),Drama,4.3
954.0,Mr. Smith Goes to Washington (1939),Drama,4.24
955.0,Bringing Up Baby (1938),Comedy,4.17
956.0,Penny Serenade (1941),Drama|Romance,3.55
957.0,"Scarlet Letter, The (1926)",Drama,3.24
958.0,Lady of Burlesque (1943),Comedy|Mystery,3.38
959.0,Of Human Bondage (1934),Drama,3.74
960.0,Angel on My Shoulder (1946),Crime|Drama,3.45
961.0,Little Lord Fauntleroy (1936),Drama,3.48
962.0,They Made Me a Criminal (1939),Crime|Drama,3.55
963.0,"Inspector General, The (1949)",Musical,3.57
964.0,Angel and the Badman (1947),Western,3.39
965.0,"39 Steps, The (1935)",Thriller,4.08
966.0,"Walk in the Sun, A (1945)",Drama,4.0
967.0,"Outlaw, The (1943)",Western,3.26
968.0,Night of the Living Dead (1968),Horror|Sci-Fi,3.67
969.0,"African Queen, The (1951)",Action|Adventure|Romance|War,4.25
970.0,Beat the Devil (1954),Comedy|Drama,3.41
971.0,Cat on a Hot Tin Roof (1958),Drama,4.05
972.0,"Last Time I Saw Paris, The (1954)",Drama,3.17
973.0,Meet John Doe (1941),Drama,3.91
974.0,Algiers (1938),Drama|Romance,3.75
975.0,Something to Sing About (1937),Comedy|Musical,1.5
976.0,"Farewell to Arms, A (1932)",Romance|War,3.57
977.0,Moonlight Murder (1936),Mystery,2.0
978.0,"Blue Angel, The (Blaue Engel, Der) (1930)",Drama,3.94
979.0,Nothing Personal (1995),Drama|War,
980.0,In the Line of Duty 2 (1987),Action,2.8
981.0,Dangerous Ground (1997),Drama,2.75
982.0,Picnic (1955),Drama,3.68
983.0,Madagascar Skin (1995),Romance,
984.0,"Pompatus of Love, The (1996)",Comedy|Drama,2.67
985.0,Small Wonders (1996),Documentary,3.75
986.0,Fly Away Home (1996),Adventure|Children's,3.6
987.0,Bliss (1997),Drama|Romance,2.9
988.0,Grace of My Heart (1996),Comedy|Drama,3.38
989.0,Schlafes Bruder (Brother of Sleep) (1995),Drama,5.0
990.0,Maximum Risk (1996),Action|Adventure|Thriller,2.57
991.0,Michael Collins (1996),Drama|War,3.52
992.0,"Rich Man's Wife, The (1996)",Thriller,2.6
993.0,Infinity (1996),Drama,3.11
994.0,Big Night (1996),Drama,4.1
996.0,Last Man Standing (1996),Action|Drama|Western,2.91
997.0,Caught (1996),Drama|Thriller,3.36
998.0,Set It Off (1996),Action|Crime,3.01
999.0,2 Days in the Valley (1996),Crime,3.28
1000.0,Curdled (1996),Crime,3.05
1001.0,"Associate, The (L'Associe)(1982)",Comedy,
1002.0,Ed's Next Move (1996),Comedy,4.25
1003.0,Extreme Measures (1996),Drama|Thriller,2.94
1004.0,"Glimmer Man, The (1996)",Action|Thriller,2.66
1005.0,D3: The Mighty Ducks (1996),Children's|Comedy,2.37
1006.0,"Chamber, The (1996)",Drama,3.09
1007.0,"Apple Dumpling Gang, The (1975)",Children's|Comedy|Western,2.98
1008.0,"Davy Crockett, King of the Wild Frontier (1955)",Western,3.33
1009.0,Escape to Witch Mountain (1975),Adventure|Children's|Fantasy,3.19
1010.0,"Love Bug, The (1969)",Children's|Comedy,3.27
1011.0,Herbie Rides Again (1974),Adventure|Children's|Comedy,2.73
1012.0,Old Yeller (1957),Children's|Drama,3.7
1013.0,"Parent Trap, The (1961)",Children's|Drama,3.57
1014.0,Pollyanna (1960),Children's|Comedy|Drama,3.4
1015.0,Homeward Bound: The Incredible Journey (1993),Adventure|Children's,3.35
1016.0,"Shaggy Dog, The (1959)",Children's|Comedy,3.22
1017.0,Swiss Family Robinson (1960),Adventure|Children's,3.59
1018.0,That Darn Cat! (1965),Children's|Comedy|Mystery,3.25
1019.0,"20,000 Leagues Under the Sea (1954)",Adventure|Children's|Fantasy|Sci-Fi,3.7
1020.0,Cool Runnings (1993),Comedy,3.24
1021.0,Angels in the Outfield (1994),Children's|Comedy,2.77
1022.0,Cinderella (1950),Animation|Children's|Musical,3.76
1023.0,Winnie the Pooh and the Blustery Day (1968),Animation|Children's,3.99
1024.0,"Three Caballeros, The (1945)",Animation|Children's|Musical,3.25
1025.0,"Sword in the Stone, The (1963)",Animation|Children's,3.61
1026.0,So Dear to My Heart (1949),Children's|Drama,3.62
1027.0,Robin Hood: Prince of Thieves (1991),Drama,3.16
1028.0,Mary Poppins (1964),Children's|Comedy|Musical,3.89
1029.0,Dumbo (1941),Animation|Children's|Musical,3.69
1030.0,Pete's Dragon (1977),Adventure|Animation|Children's|Musical,3.08
1031.0,Bedknobs and Broomsticks (1971),Adventure|Children's|Musical,3.48
1032.0,Alice in Wonderland (1951),Animation|Children's|Musical,3.7
1033.0,"Fox and the Hound, The (1981)",Animation|Children's,3.45
1034.0,Freeway (1996),Crime,3.64
1035.0,"Sound of Music, The (1965)",Musical,3.93
1036.0,Die Hard (1988),Action|Thriller,4.12
1037.0,"Lawnmower Man, The (1992)",Action|Sci-Fi|Thriller,2.66
1038.0,Unhook the Stars (1996),Drama,3.27
1039.0,Synthetic Pleasures (1995),Documentary,3.67
1040.0,"Secret Agent, The (1996)",Drama,3.0
1041.0,Secrets & Lies (1996),Drama,4.04
1042.0,That Thing You Do! (1996),Comedy,3.48
1043.0,To Gillian on Her 37th Birthday (1996),Drama|Romance,2.84
1044.0,Surviving Picasso (1996),Drama,3.29
1045.0,Love Is All There Is (1996),Comedy|Drama,
1046.0,Beautiful Thing (1996),Drama|Romance,4.07
1047.0,"Long Kiss Goodnight, The (1996)",Action|Thriller,3.48
1049.0,"Ghost and the Darkness, The (1996)",Action|Adventure,3.33
1050.0,Looking for Richard (1996),Documentary|Drama,3.82
1051.0,Trees Lounge (1996),Drama,3.42
1052.0,"Proprietor, The (1996)",Drama,
1053.0,Normal Life (1996),Crime|Drama,2.91
1054.0,Get on the Bus (1996),Drama,3.31
1055.0,Shadow Conspiracy (1997),Thriller,2.74
1056.0,Jude (1996),Drama,3.54
1057.0,Everyone Says I Love You (1996),Comedy|Musical|Romance,3.56
1058.0,Bitter Sugar (Azucar Amargo) (1996),Drama,3.27
1059.0,William Shakespeare's Romeo and Juliet (1996),Drama|Romance,3.4
1060.0,Swingers (1996),Comedy|Drama,3.94
1061.0,Sleepers (1996),Crime|Drama,3.55
1062.0,"Sunchaser, The (1996)",Drama,2.5
1063.0,Johns (1996),Drama,3.15
1064.0,Aladdin and the King of Thieves (1996),Animation|Children's|Comedy,2.89
1065.0,"Woman in Question, The (1950)",Mystery,
1066.0,Shall We Dance? (1937),Comedy|Musical|Romance,4.17
1067.0,"Damsel in Distress, A (1937)",Comedy|Musical|Romance,3.78
1068.0,Crossfire (1947),Crime|Film-Noir,3.69
1069.0,"Murder, My Sweet (1944)",Film-Noir|Thriller,3.93
1070.0,Macao (1952),Adventure,3.0
1071.0,For the Moment (1994),Romance|War,3.4
1073.0,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy,3.86
1075.0,"Sexual Life of the Belgians, The (1994)",Comedy,
1076.0,"Innocents, The (1961)",Thriller,4.0
1077.0,Sleeper (1973),Comedy|Sci-Fi,3.98
1078.0,Bananas (1971),Comedy|War,3.84
1079.0,"Fish Called Wanda, A (1988)",Comedy,3.97
1080.0,Monty Python's Life of Brian (1979),Comedy,4.02
1081.0,Victor/Victoria (1982),Comedy|Musical,3.62
1082.0,"Candidate, The (1972)",Drama,3.7
1083.0,"Great Race, The (1965)",Comedy|Musical,3.53
1084.0,Bonnie and Clyde (1967),Crime|Drama,4.1
1085.0,"Old Man and the Sea, The (1958)",Adventure|Drama,3.78
1086.0,Dial M for Murder (1954),Mystery|Thriller,4.08
1087.0,Madame Butterfly (1995),Musical,3.44
1088.0,Dirty Dancing (1987),Musical|Romance,3.31
1089.0,Reservoir Dogs (1992),Crime|Thriller,4.14
1090.0,Platoon (1986),Drama|War,4.09
1091.0,Weekend at Bernie's (1989),Comedy,2.79
1092.0,Basic Instinct (1992),Mystery|Thriller,3.54
1093.0,"Doors, The (1991)",Drama|Musical,3.41
1094.0,"Crying Game, The (1992)",Drama|Romance|War,3.73
1095.0,Glengarry Glen Ross (1992),Drama,3.88
1096.0,Sophie's Choice (1982),Drama,3.98
1097.0,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi,3.97
1098.0,"Search for One-eye Jimmy, The (1996)",Comedy,2.4
1099.0,"Christmas Carol, A (1938)",Drama,3.99
1100.0,Days of Thunder (1990),Action|Romance,2.81
1101.0,Top Gun (1986),Action|Romance,3.69
1102.0,American Strays (1996),Action,2.0
1103.0,Rebel Without a Cause (1955),Drama,3.92
1104.0,"Streetcar Named Desire, A (1951)",Drama,4.23
1105.0,Children of the Corn IV: The Gathering (1996),Horror,1.79
1106.0,"Leopard Son, The (1996)",Documentary,
1107.0,Loser (1991),Comedy,2.0
1108.0,Prerokbe Ognja (1995),Documentary,
1109.0,Charm's Incidents (1996),Drama,
1110.0,Bird of Prey (1996),Action,
1111.0,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary,4.1
1112.0,Palookaville (1996),Action|Drama,3.43
1113.0,"Associate, The (1996)",Comedy,3.0
1114.0,"Funeral, The (1996)",Drama,2.87
1115.0,Sleepover (1995),Comedy|Drama,1.0
1116.0,"Single Girl, A (La Fille Seule) (1995)",Drama,3.41
1117.0,"Eighth Day, The (Le Huiti?e jour ) (1996)",Drama,4.25
1118.0,Tashunga (1995),Adventure|Western,2.0
1119.0,Drunks (1997),Drama,3.21
1120.0,"People vs. Larry Flynt, The (1996)",Drama,3.58
1121.0,Glory Daze (1996),Drama,3.08
1122.0,Plutonium Circus (1995),Documentary,
1123.0,"Perfect Candidate, A (1996)",Documentary,3.73
1124.0,On Golden Pond (1981),Drama,3.74
1125.0,"Return of the Pink Panther, The (1974)",Comedy,3.78
1126.0,Drop Dead Fred (1991),Comedy|Fantasy,2.37
1127.0,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,3.68
1128.0,"Fog, The (1980)",Horror,2.92
1129.0,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,3.46
1130.0,"Howling, The (1980)",Horror,3.26
1131.0,Jean de Florette (1986),Drama,4.32
1132.0,Manon of the Spring (Manon des sources) (1986),Drama,4.26
1133.0,Talking About Sex (1994),Comedy|Drama,2.0
1134.0,Johnny 100 Pesos (1993),Action|Drama,3.0
1135.0,Private Benjamin (1980),Comedy,3.19
1136.0,Monty Python and the Holy Grail (1974),Comedy,4.34
1137.0,Hustler White (1996),Romance,
1138.0,Dadetown (1995),Documentary,3.86
1139.0,Everything Relative (1996),Drama,4.0
1140.0,Entertaining Angels: The Dorothy Day Story (1996),Drama,
1141.0,Hoogste tijd (1995),Drama,
1142.0,Get Over It (1996),Drama,1.0
1143.0,Three Lives and Only One Death (1996),Comedy,
1144.0,"Line King: Al Hirschfeld, The (1996)",Documentary,3.75
1145.0,Snowriders (1996),Documentary,2.5
1146.0,Curtis's Charm (1995),Comedy|Drama,
1147.0,When We Were Kings (1996),Documentary,4.32
1148.0,"Wrong Trousers, The (1993)",Animation|Comedy,4.51
1149.0,JLG/JLG - autoportrait de d?embre (1994),Documentary|Drama,3.5
1150.0,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Drama,3.93
1151.0,Faust (1994),Animation|Comedy|Thriller,3.48
1152.0,He Walked by Night (1948),Crime|Film-Noir|Thriller,3.48
1153.0,Raw Deal (1948),Film-Noir,3.43
1154.0,T-Men (1947),Film-Noir,3.73
1155.0,"Invitation, The (Zaproszenie) (1986)",Drama,
1156.0,"Children Are Watching us, The (Bambini ci guardano, I) (1942)",Drama,
1157.0,"Symphonie pastorale, La (1946)",Drama,
1158.0,Here Comes Cookie (1935),Comedy,
1159.0,Love in Bloom (1935),Romance,
1160.0,Six of a Kind (1934),Comedy,2.17
1161.0,"Tin Drum, The (Blechtrommel, Die) (1979)",Drama,3.95
1162.0,"Ruling Class, The (1972)",Comedy,3.91
1163.0,Mina Tannenbaum (1994),Drama,2.95
1164.0,Two or Three Things I Know About Her (1966),Drama,3.6
1165.0,"Bloody Child, The (1996)",Drama|Thriller,1.0
1166.0,Farmer & Chase (1995),Comedy,
1167.0,Dear God (1996),Comedy,2.89
1168.0,Bad Moon (1996),Horror,2.06
1169.0,American Dream (1990),Documentary,3.72
1170.0,Best of the Best 3: No Turning Back (1995),Action,1.65
1171.0,Bob Roberts (1992),Comedy,3.73
1172.0,Cinema Paradiso (1988),Comedy|Drama|Romance,4.29
1173.0,"Cook the Thief His Wife & Her Lover, The (1989)",Drama,3.35
1174.0,Grosse Fatigue (1994),Comedy,3.8
1175.0,Delicatessen (1991),Comedy|Sci-Fi,4.0
1176.0,"Double Life of Veronique, The (La Double Vie de V?onique) (1991)",Drama,3.94
1177.0,Enchanted April (1991),Drama,3.99
1178.0,Paths of Glory (1957),Drama|War,4.47
1179.0,"Grifters, The (1990)",Crime|Drama|Film-Noir,3.79
1180.0,Hear My Song (1991),Comedy,3.84
1181.0,"Shooter, The (1995)",Action,2.9
1183.0,"English Patient, The (1996)",Drama|Romance|War,3.61
1184.0,Mediterraneo (1991),Comedy|War,3.8
1185.0,My Left Foot (1989),Drama,3.96
1186.0,"Sex, Lies, and Videotape (1989)",Drama,3.61
1187.0,Passion Fish (1992),Drama,3.66
1188.0,Strictly Ballroom (1992),Comedy|Romance,3.95
1189.0,"Thin Blue Line, The (1988)",Documentary,4.25
1190.0,Tie Me Up! Tie Me Down! (1990),Drama,3.51
1191.0,Madonna: Truth or Dare (1991),Documentary,3.06
1192.0,Paris Is Burning (1990),Documentary,4.03
1193.0,One Flew Over the Cuckoo's Nest (1975),Drama,4.39
1194.0,Up in Smoke (1978),Comedy,3.48
1196.0,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War,4.29
1197.0,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance,4.3
1198.0,Raiders of the Lost Ark (1981),Action|Adventure,4.48
1199.0,Brazil (1985),Sci-Fi,4.1
1200.0,Aliens (1986),Action|Sci-Fi|Thriller|War,4.13
1201.0,"Good, The Bad and The Ugly, The (1966)",Action|Western,4.13
1202.0,Withnail and I (1987),Comedy,3.61
1203.0,12 Angry Men (1957),Drama,4.3
1204.0,Lawrence of Arabia (1962),Adventure|War,4.4
1205.0,"Transformers: The Movie, The (1986)",Action|Animation|Children's|Sci-Fi|Thriller|War,3.38
1206.0,"Clockwork Orange, A (1971)",Sci-Fi,4.08
1207.0,To Kill a Mockingbird (1962),Drama,4.43
1208.0,Apocalypse Now (1979),Drama|War,4.24
1209.0,Once Upon a Time in the West (1969),Western,4.02
1210.0,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War,4.02
1211.0,Wings of Desire (Der Himmel ?er Berlin) (1987),Comedy|Drama|Romance,4.11
1212.0,"Third Man, The (1949)",Mystery|Thriller,4.45
1213.0,GoodFellas (1990),Crime|Drama,4.28
1214.0,Alien (1979),Action|Horror|Sci-Fi|Thriller,4.16
1215.0,Army of Darkness (1993),Action|Adventure|Comedy|Horror|Sci-Fi,3.8
1216.0,"Big Blue, The (Le Grand Bleu) (1988)",Adventure|Romance,3.66
1217.0,Ran (1985),Drama|War,4.27
1218.0,"Killer, The (Die xue shuang xiong) (1989)",Action|Thriller,4.2
1219.0,Psycho (1960),Horror|Thriller,4.22
1220.0,"Blues Brothers, The (1980)",Action|Comedy|Musical,3.94
1221.0,"Godfather: Part II, The (1974)",Action|Crime|Drama,4.36
1222.0,Full Metal Jacket (1987),Action|Drama|War,4.11
1223.0,"Grand Day Out, A (1992)",Animation|Comedy,4.36
1224.0,Henry V (1989),Drama|War,4.29
1225.0,Amadeus (1984),Drama,4.25
1226.0,"Quiet Man, The (1952)",Comedy|Romance,4.05
1227.0,Once Upon a Time in America (1984),Crime|Drama|Thriller,3.86
1228.0,Raging Bull (1980),Drama,4.19
1230.0,Annie Hall (1977),Comedy|Romance,4.14
1231.0,"Right Stuff, The (1983)",Drama,4.08
1232.0,Stalker (1979),Mystery|Sci-Fi,3.63
1233.0,"Boat, The (Das Boot) (1981)",Action|Drama|War,4.3
1234.0,"Sting, The (1973)",Comedy|Crime,4.32
1235.0,Harold and Maude (1971),Comedy,4.16
1236.0,Trust (1990),Comedy|Drama,4.19
1237.0,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama,4.23
1238.0,Local Hero (1983),Comedy,4.0
1240.0,"Terminator, The (1984)",Action|Sci-Fi|Thriller,4.15
1241.0,Braindead (1992),Comedy|Horror,3.36
1242.0,Glory (1989),Action|Drama|War,4.19
1243.0,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama,3.98
1244.0,Manhattan (1979),Comedy|Drama|Romance,4.08
1245.0,Miller's Crossing (1990),Drama,4.01
1246.0,Dead Poets Society (1989),Drama,4.01
1247.0,"Graduate, The (1967)",Drama|Romance,4.25
1248.0,Touch of Evil (1958),Crime|Film-Noir|Thriller,4.22
1249.0,Nikita (La Femme Nikita) (1990),Thriller,4.01
1250.0,"Bridge on the River Kwai, The (1957)",Drama|War,4.39
1251.0,8 1/2 (1963),Drama,4.11
1252.0,Chinatown (1974),Film-Noir|Mystery|Thriller,4.34
1253.0,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi,4.14
1254.0,"Treasure of the Sierra Madre, The (1948)",Adventure,4.29
1255.0,Bad Taste (1987),Comedy|Horror,3.41
1256.0,Duck Soup (1933),Comedy|War,4.21
1257.0,Better Off Dead... (1985),Comedy,3.92
1258.0,"Shining, The (1980)",Horror,4.1
1259.0,Stand by Me (1986),Adventure|Comedy|Drama,4.1
1260.0,M (1931),Crime|Film-Noir|Thriller,4.3
1261.0,Evil Dead II (Dead By Dawn) (1987),Action|Adventure|Comedy|Horror,3.83
1262.0,"Great Escape, The (1963)",Adventure|War,4.38
1263.0,"Deer Hunter, The (1978)",Drama|War,4.11
1264.0,Diva (1981),Action|Drama|Mystery|Romance|Thriller,4.05
1265.0,Groundhog Day (1993),Comedy|Romance,3.95
1266.0,Unforgiven (1992),Western,4.09
1267.0,"Manchurian Candidate, The (1962)",Film-Noir|Thriller,4.33
1268.0,Pump Up the Volume (1990),Drama,3.49
1269.0,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller,4.17
1270.0,Back to the Future (1985),Comedy|Sci-Fi,3.99
1271.0,Fried Green Tomatoes (1991),Drama,3.81
1272.0,Patton (1970),Drama|War,4.27
1273.0,Down by Law (1986),Comedy|Drama,3.97
1274.0,Akira (1988),Adventure|Animation|Sci-Fi|Thriller,3.93
1275.0,Highlander (1986),Action|Adventure,3.85
1276.0,Cool Hand Luke (1967),Comedy|Drama,4.25
1277.0,Cyrano de Bergerac (1990),Action|Drama|Romance,3.88
1278.0,Young Frankenstein (1974),Comedy|Horror,4.25
1279.0,Night on Earth (1991),Comedy|Drama,3.75
1280.0,Raise the Red Lantern (1991),Drama,4.17
1281.0,"Great Dictator, The (1940)",Comedy,4.03
1282.0,Fantasia (1940),Animation|Children's|Musical,3.9
1283.0,High Noon (1952),Western,4.18
1284.0,"Big Sleep, The (1946)",Film-Noir|Mystery,4.31
1285.0,Heathers (1989),Comedy,3.82
1286.0,Somewhere in Time (1980),Drama|Romance,3.59
1287.0,Ben-Hur (1959),Action|Adventure|Drama,4.11
1288.0,This Is Spinal Tap (1984),Comedy|Drama|Musical,4.18
1289.0,Koyaanisqatsi (1983),Documentary|War,3.97
1290.0,Some Kind of Wonderful (1987),Drama|Romance,3.59
1291.0,Indiana Jones and the Last Crusade (1989),Action|Adventure,4.13
1292.0,Being There (1979),Comedy,4.01
1293.0,Gandhi (1982),Drama,4.14
1294.0,M*A*S*H (1970),Comedy|War,4.12
1295.0,"Unbearable Lightness of Being, The (1988)",Drama,3.57
1296.0,"Room with a View, A (1986)",Drama|Romance,4.0
1297.0,Real Genius (1985),Comedy,3.71
1298.0,Pink Floyd - The Wall (1982),Drama|Musical|War,3.64
1299.0,"Killing Fields, The (1984)",Drama|War,4.25
1300.0,My Life as a Dog (Mitt liv som hund) (1985),Drama,4.15
1301.0,Forbidden Planet (1956),Sci-Fi,3.98
1302.0,Field of Dreams (1989),Drama,3.91
1303.0,"Man Who Would Be King, The (1975)",Adventure,4.13
1304.0,Butch Cassidy and the Sundance Kid (1969),Action|Comedy|Western,4.22
1305.0,"Paris, Texas (1984)",Drama,3.79
1306.0,Until the End of the World (Bis ans Ende der Welt) (1991),Drama|Sci-Fi,3.6
1307.0,When Harry Met Sally... (1989),Comedy|Romance,4.07
1308.0,I Shot a Man in Vegas (1995),Comedy,
1309.0,Parallel Sons (1995),Drama|Romance,
1310.0,Hype! (1996),Documentary,3.56
1311.0,Santa with Muscles (1996),Comedy,1.0
1312.0,Female Perversions (1996),Drama,3.24
1313.0,Mad Dog Time (1996),Crime,2.15
1314.0,Breathing Room (1996),Romance,
1315.0,Paris Was a Woman (1995),Documentary,2.33
1316.0,Anna (1996),Drama,4.0
1317.0,I'm Not Rappaport (1996),Comedy,3.17
1318.0,Blue Juice (1995),Comedy|Drama,
1319.0,Kids of Survival (1993),Documentary,
1320.0,Alien?(1992),Action|Horror|Sci-Fi|Thriller,3.04
1321.0,"American Werewolf in London, An (1981)",Horror,3.75
1322.0,Amityville 1992: It's About Time (1992),Horror,1.72
1323.0,Amityville 3-D (1983),Horror,1.37
1324.0,Amityville: Dollhouse (1996),Horror,1.68
1325.0,Amityville: A New Generation (1993),Horror,1.65
1326.0,Amityville II: The Possession (1982),Horror,2.11
1327.0,"Amityville Horror, The (1979)",Horror,2.94
1328.0,"Amityville Curse, The (1990)",Horror,1.84
1329.0,Blood For Dracula (Andy Warhol's Dracula) (1974),Horror,2.67
1330.0,April Fool's Day (1986),Comedy|Horror,3.0
1331.0,Audrey Rose (1977),Horror,3.18
1332.0,"Believers, The (1987)",Horror|Thriller,2.91
1333.0,"Birds, The (1963)",Horror,3.88
1334.0,"Blob, The (1958)",Horror|Sci-Fi,3.14
1335.0,Blood Beach (1981),Action|Horror,1.71
1336.0,Body Parts (1991),Horror,2.24
1337.0,"Body Snatcher, The (1945)",Horror,3.56
1339.0,Bram Stoker's Dracula (1992),Horror|Romance,3.34
1340.0,Bride of Frankenstein (1935),Horror,3.91
1341.0,Burnt Offerings (1976),Horror,2.85
1342.0,Candyman (1992),Horror,2.9
1343.0,Cape Fear (1991),Thriller,3.67
1344.0,Cape Fear (1962),Film-Noir|Thriller,3.92
1345.0,Carrie (1976),Horror,3.6
1346.0,Cat People (1982),Horror,3.18
1347.0,"Nightmare on Elm Street, A (1984)",Horror,3.49
1348.0,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Horror,3.99
1349.0,Nosferatu a Venezia (1986),Horror,3.07
1350.0,"Omen, The (1976)",Horror,3.62
1351.0,Blood & Wine (1997),Drama,3.4
1352.0,Albino Alligator (1996),Crime|Thriller,2.85
1353.0,"Mirror Has Two Faces, The (1996)",Comedy|Romance,3.09
1354.0,Breaking the Waves (1996),Drama,3.82
1355.0,Nightwatch (1997),Horror|Thriller,2.96
1356.0,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi,3.71
1357.0,Shine (1996),Drama|Romance,3.81
1358.0,Sling Blade (1996),Drama|Thriller,4.21
1359.0,Jingle All the Way (1996),Adventure|Children's|Comedy,2.48
1360.0,Identification of a Woman (Identificazione di una donna) (1982),Drama,3.5
1361.0,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary,4.21
1362.0,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",Drama,4.03
1363.0,"Preacher's Wife, The (1996)",Drama,2.97
1364.0,Zero Kelvin (Kj?lighetens kj?ere) (1995),Action,3.5
1365.0,Ridicule (1996),Drama,3.84
1366.0,"Crucible, The (1996)",Drama,3.19
1367.0,101 Dalmatians (1996),Children's|Comedy,3.05
1368.0,"Forbidden Christ, The (Cristo proibito, Il) (1950)",Drama,
1369.0,I Can't Sleep (J'ai pas sommeil) (1994),Drama|Thriller,3.8
1370.0,Die Hard 2 (1990),Action|Thriller,3.54
1371.0,Star Trek: The Motion Picture (1979),Action|Adventure|Sci-Fi,3.14
1372.0,Star Trek VI: The Undiscovered Country (1991),Action|Adventure|Sci-Fi,3.41
1373.0,Star Trek V: The Final Frontier (1989),Action|Adventure|Sci-Fi,2.75
1374.0,Star Trek: The Wrath of Khan (1982),Action|Adventure|Sci-Fi,3.88
1375.0,Star Trek III: The Search for Spock (1984),Action|Adventure|Sci-Fi,3.35
1376.0,Star Trek IV: The Voyage Home (1986),Action|Adventure|Sci-Fi,3.66
1377.0,Batman Returns (1992),Action|Adventure|Comedy|Crime,2.98
1378.0,Young Guns (1988),Action|Comedy|Western,3.42
1379.0,Young Guns II (1990),Action|Comedy|Western,2.91
1380.0,Grease (1978),Comedy|Musical|Romance,3.58
1381.0,Grease 2 (1982),Comedy|Musical|Romance,1.96
1382.0,Marked for Death (1990),Action|Drama,2.78
1383.0,Adrenalin: Fear the Rush (1996),Action|Sci-Fi,1.55
1384.0,"Substance of Fire, The (1996)",Drama,3.83
1385.0,Under Siege (1992),Action,3.27
1386.0,Terror in a Texas Town (1958),Western,1.0
1387.0,Jaws (1975),Action|Horror,4.09
1388.0,Jaws 2 (1978),Action|Horror,2.59
1389.0,Jaws 3-D (1983),Action|Horror,1.85
1390.0,My Fellow Americans (1996),Comedy,3.2
1391.0,Mars Attacks! (1996),Action|Comedy|Sci-Fi|War,2.9
1392.0,Citizen Ruth (1996),Comedy|Drama,3.74
1393.0,Jerry Maguire (1996),Drama|Romance,3.76
1394.0,Raising Arizona (1987),Comedy,4.02
1395.0,Tin Men (1987),Comedy|Drama,3.33
1396.0,Sneakers (1992),Crime|Drama|Sci-Fi,3.73
1397.0,Bastard Out of Carolina (1996),Drama,3.65
1398.0,In Love and War (1996),Romance|War,3.19
1399.0,Marvin's Room (1996),Drama,3.2
1400.0,Somebody is Waiting (1996),Drama,
1401.0,Ghosts of Mississippi (1996),Drama,3.51
1404.0,Night Falls on Manhattan (1997),Crime|Drama,3.14
1405.0,Beavis and Butt-head Do America (1996),Animation|Comedy,3.04
1406.0,"C??onie, La (1995)",Drama,3.46
1407.0,Scream (1996),Horror|Thriller,3.58
1408.0,"Last of the Mohicans, The (1992)",Action|Romance|War,3.81
1409.0,Michael (1996),Comedy|Romance,3.05
1410.0,"Evening Star, The (1996)",Comedy|Drama,2.87
1411.0,Hamlet (1996),Drama,3.96
1412.0,Some Mother's Son (1996),Drama,3.9
1413.0,"Whole Wide World, The (1996)",Drama,3.38
1414.0,Mother (1996),Comedy,3.6
1415.0,"Thieves (Voleurs, Les) (1996)",Crime|Drama|Romance,3.56
1416.0,Evita (1996),Drama|Musical,3.26
1417.0,"Portrait of a Lady, The (1996)",Drama,2.77
1419.0,Walkabout (1971),Drama,3.96
1420.0,Message to Love: The Isle of Wight Festival (1996),Documentary,4.0
1421.0,Grateful Dead (1995),Documentary,3.05
1422.0,Murder at 1600 (1997),Mystery|Thriller,3.02
1423.0,Hearts and Minds (1996),Drama,4.36
1424.0,Inside (1996),Action,
1425.0,Fierce Creatures (1997),Comedy,3.29
1426.0,Zeus and Roxanne (1997),Children's,2.52
1427.0,Turbulence (1997),Thriller,2.29
1428.0,Angel Baby (1995),Drama,3.25
1429.0,Jackie Chan's First Strike (1996),Action,3.31
1430.0,Underworld (1997),Thriller,1.0
